  240,20190802,  212,   90
  240,20190803,  218,    0
  240,20190804,  245,    0
  240,20190805,  238,   -1
  240,20190806,  233,   -1
  240,20190807,  225,   10
  240,20190808,  225,   -1
  240,20190809,  242,   44
  240,20190810,  230,    8
  240,20190811,  218,   -1
  240,20190812,  196,   77
  240,20190813,  191,   85
  240,20190814,  219,   99
  240,20190815,  207,   64
  240,20190816,  224,   14
  240,20190817,  215,   18
  240,20190818,  205,    4
  240,20190819,  215,   16
  240,20190820,  208,   -1
  240,20190821,  219,    0
  240,20190822,  226,    0
  240,20190823,  254,    0
  240,20190824,  289,    0
  240,20190825,  311,    0
  240,20190826,  300,    0
  240,20190827,  323,    2
  240,20190828,  254,   -1
  240,20190829,  232,    0
  240,20190830,  224,    0
  240,20190831,  276,   17
  240,20190901,  205,   -1
  240,20190902,  200,    3
  240,20190903,  212,    1
  240,20190904,  183,   45
  240,20190905,  178,   11
  240,20190906,  188,   81
  240,20190907,  184,   20
  240,20190908,  184,   -1
  240,20190909,  180,   -1
  240,20190910,  193,   -1
  240,20190911,  185,   83
  240,20190912,  219,    0
  240,20190913,  208,    7
  240,20190914,  200,    0
  240,20190915,  212,    2
  240,20190916,  169,   80
  240,20190917,  182,   -1
  240,20190918,  176,    0
  240,20190919,  174,    0
  240,20190920,  186,    0
  240,20190921,  233,    0
  240,20190922,  268,   52
  240,20190923,  193,    6
  240,20190924,  184,   42
  240,20190925,  180,   26
  240,20190926,  182,   95
  240,20190927,  187,   74
  240,20190928,  185,   58
  240,20190929,  177,  181
  240,20190930,  175,  107
  240,20191001,  194,  336
  240,20191002,  148,   36
  240,20191003,  158,   38
  240,20191004,  153,  116
  240,20191005,  142,    0
  240,20191006,  101,  120
  240,20191007,  122,   15
  240,20191008,  160,   53
  240,20191009,  140,  185
  240,20191010,  158,    4
  240,20191011,  165,   26
  240,20191012,  162,  112
  240,20191013,  213,   25
  240,20191014,  174,   19
  240,20191015,  169,    6
  240,20191016,  146,   72
  240,20191017,  164,    8
  240,20191018,  145,   35
  240,20191019,  148,   -1
  240,20191020,  144,   -1
  240,20191021,  150,   96
  240,20191022,  147,    6
  240,20191023,  146,   -1
  240,20191024,  192,   10
  240,20191025,  157,    1
  240,20191026,  187,   31
  240,20191027,  127,    3
  240,20191028,  128,    8
  240,20191029,  117,    0
  240,20191030,  103,    0
  240,20191031,   98,    0
  240,20191101,  133,   38
  240,20191102,  145,   33
  240,20191103,  124,   46
  240,20191104,  126,    1
  240,20191105,  115,   36
  240,20191106,  110,    7
  240,20191107,   95,   87
  240,20191108,   98,   -1
  240,20191109,  100,  112
  240,20191110,   87,    0
  240,20191111,   80,  136
  240,20191112,   71,  227
  240,20191113,   91,  100
  240,20191114,   75,   -1
  240,20191115,   53,    0
  240,20191116,   61,    0
  240,20191117,   85,    0
  240,20191118,   85,   51
  240,20191119,   84,   40
  240,20191120,   67,    0
  240,20191121,   50,    0
  240,20191122,  104,    1
  240,20191123,   77,    0
  240,20191124,   95,    0
  240,20191125,   96,    0
  240,20191126,  114,   25
  240,20191127,  110,   80
  240,20191128,  109,  156
  240,20191129,   85,    9
  240,20191130,   95,    4
  240,20191201,   66,    1
  240,20191202,   97,   35
  240,20191203,   88,    0
  240,20191204,   79,    0
  240,20191205,   58,    4
  240,20191206,  100,  125
  240,20191207,  104,   -1
  240,20191208,  114,   56
  240,20191209,   91,  101
  240,20191210,   79,    1
  240,20191211,   82,   27
  240,20191212,   55,   21
  240,20191213,   83,   30
  240,20191214,   84,   74
  240,20191215,   94,   21
  240,20191216,   87,   35
  240,20191217,  131,   11
  240,20191218,   85,    2
  240,20191219,  130,    7
  240,20191220,  121,   10
  240,20191221,   84,    3
  240,20191222,   94,   44
  240,20191223,   95,    5
  240,20191224,  103,   88
  240,20191225,   93,   16
  240,20191226,   64,    7
  240,20191227,   64,    1
  240,20191228,   30,    0
  240,20191229,   37,    0
  240,20191230,   72,    0
  240,20191231,   88,    0
